src,dst,edge_type,edge_source
TUR10-0033730,TUR10-0033740,DERIVATION_RELATED,SR
TUR10-0033730,TUR10-0460890,DERIVATION_RELATED,SR
TUR10-0033730,TUR10-0544700,DERIVATION_RELATED,SR
TUR10-0033730,TUR10-0878850,DERIVATION_RELATED,SR
TUR10-0033730,ENG31-13658855-n,SYNONYM,ILR
TUR10-0033740,TUR10-0276280,DOMAIN_TOPIC,SR
TUR10-0033740,TUR10-1213880,HYPERNYM,SR
TUR10-0033740,TUR10-0033730,DERIVATION_RELATED,SR
TUR10-0033740,TUR10-0600730,DERIVATION_RELATED,SR
TUR10-0033740,TUR10-0018710,DERIVATION_RELATED,SR
TUR10-0033740,ENG31-02705848-n,SYNONYM,ILR
TUR10-0033770,TUR10-0332340,HYPERNYM,SR
TUR10-0033800,TUR10-0267320,DOMAIN_TOPIC,SR
TUR10-0033800,TUR10-0643200,ANTONYM,SR
TUR10-0033800,TUR10-0771050,HYPERNYM,SR
TUR10-0033800,TUR10-0193020,DERIVATION_RELATED,SR
TUR10-0033800,TUR10-0755430,DERIVATION_RELATED,SR
TUR10-0033800,ENG31-00636942-n,SYNONYM,ILR
TUR10-0033810,TUR10-0276280,DOMAIN_TOPIC,SR
TUR10-0033810,TUR10-0640400,PART_HOLONYM,SR
TUR10-0033810,TUR10-0640410,PART_HOLONYM,SR
TUR10-0033810,TUR10-0709190,PART_HOLONYM,SR
TUR10-0033810,TUR10-1215000,PART_HOLONYM,SR
TUR10-0033810,TUR10-1215770,PART_HOLONYM,SR
TUR10-0033810,TUR10-1212120,HYPERNYM,SR
TUR10-0033810,TUR10-0039030,HYPONYM,SR
TUR10-0033810,TUR10-0730880,DERIVATION_RELATED,SR
TUR10-0033810,ENG31-02708803-n,SYNONYM,ILR
TUR10-0033820,TUR10-1212060,HYPERNYM,SR
TUR10-0033820,TUR10-0273370,PART_MERONYM,SR
TUR10-0033820,TUR10-1213580,HYPONYM,SR
TUR10-0033820,TUR10-0506680,HYPONYM,SR
TUR10-0033820,TUR10-0555430,HYPONYM,SR
TUR10-0033820,TUR10-0574430,HYPONYM,SR
TUR10-0033820,ENG31-03671250-n,SYNONYM,ILR
TUR10-0033830,TUR10-0732450,HYPERNYM,SR
TUR10-0033830,ENG31-03929501-n,SYNONYM,ILR
TUR10-0033840,TUR10-0214880,DOMAIN_TOPIC,SR
TUR10-0033840,TUR10-0589000,HYPERNYM,SR
TUR10-0033840,ENG31-00667593-n,SYNONYM,ILR
TUR10-0033850,TUR10-0214880,DOMAIN_TOPIC,SR
TUR10-0033850,TUR10-0119090,HYPERNYM,SR
TUR10-0033880,TUR10-0648120,DOMAIN_TOPIC,SR
TUR10-0033880,TUR10-1238140,HYPERNYM,SR
TUR10-0033880,TUR10-0027100,HYPONYM,SR
TUR10-0033880,TUR10-0579570,HYPONYM,SR
TUR10-0033880,ENG31-13893319-n,SYNONYM,ILR
TUR10-0033890,TUR10-0648120,DOMAIN_TOPIC,SR
TUR10-0033890,TUR10-0226270,HYPERNYM,SR
TUR10-0033900,TUR10-0461390,DOMAIN_TOPIC,SR
TUR10-0033900,TUR10-0048890,HYPERNYM,SR
TUR10-0033900,ENG31-14749770-n,SYNONYM,ILR
TUR10-0033950,TUR10-0662150,HYPERNYM,SR
TUR10-0033960,TUR10-0681110,HYPERNYM,SR
TUR10-0033960,TUR10-0396540,DERIVATION_RELATED,SR
TUR10-0033970,TUR10-0721010,HYPERNYM,SR
TUR10-0033980,TUR10-0616530,HYPERNYM,SR
TUR10-0033980,TUR10-0529300,PART_HOLONYM,SR
TUR10-0033980,TUR10-0113700,PART_HOLONYM,SR
TUR10-0033980,TUR10-0245880,PART_HOLONYM,SR
TUR10-0033980,ENG31-13421835-n,SYNONYM,ILR
TUR10-0034000,TUR10-0648120,DOMAIN_TOPIC,SR
TUR10-0034000,TUR10-1248470,DERIVATION_RELATED,SR
TUR10-0034000,ENG31-02998952-n,SYNONYM,ILR
TUR10-0034020,TUR10-0813510,HYPONYM,SR
TUR10-0034020,TUR10-0016320,MEMBER_HOLONYM,SR
TUR10-0034020,TUR10-0016330,MEMBER_HOLONYM,SR
TUR10-0034020,TUR10-0620770,HYPONYM,SR
TUR10-0034020,TUR10-0233500,HYPERNYM,SR
TUR10-0034020,ENG31-10419190-n,SYNONYM,ILR
TUR10-0034030,TUR10-0400860,HYPERNYM,SR
TUR10-0034040,TUR10-0236670,DOMAIN_TOPIC,SR
TUR10-0034040,TUR10-0453830,HYPERNYM,SR
TUR10-0034050,TUR10-0110140,DOMAIN_TOPIC,SR
TUR10-0034050,TUR10-1236390,HYPERNYM,SR
TUR10-0034050,TUR10-0609710,DERIVATION_RELATED,SR
TUR10-0034060,TUR10-0038510,DERIVATION_RELATED,SR
TUR10-0034060,TUR10-0813510,DERIVATION_RELATED,SR
TUR10-0034070,TUR10-1212990,HYPERNYM,SR
TUR10-0034080,TUR10-0505340,HYPERNYM,SR
TUR10-0034080,TUR10-0038510,DERIVATION_RELATED,SR
TUR10-0034080,TUR10-0813510,DERIVATION_RELATED,SR
TUR10-0034090,TUR10-0038510,DERIVATION_RELATED,SR
TUR10-0034090,TUR10-0813510,DERIVATION_RELATED,SR
TUR10-0034100,TUR10-0541790,HYPERNYM,SR
TUR10-0034110,TUR10-0336100,HYPERNYM,SR
TUR10-0034120,TUR10-0034160,DERIVATION_RELATED,SR
TUR10-0034140,TUR10-0648120,DOMAIN_TOPIC,SR
TUR10-0034140,TUR10-0170870,HYPERNYM,SR
TUR10-0034160,TUR10-0004460,DERIVATION_RELATED,SR
TUR10-0034160,TUR10-0034120,DERIVATION_RELATED,SR
TUR10-0034180,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0034180,TUR10-0179520,HYPERNYM,SR
TUR10-0034180,TUR10-0010900,PART_HOLONYM,SR
TUR10-0034180,TUR10-0010960,PART_HOLONYM,SR
TUR10-0034190,TUR10-0236640,DOMAIN_TOPIC,SR
TUR10-0034190,TUR10-0119420,HYPERNYM,SR
TUR10-0034210,TUR10-0267320,DOMAIN_TOPIC,SR
TUR10-0034210,TUR10-0214630,DERIVATION_RELATED,SR
TUR10-0034210,TUR10-0344890,DERIVATION_RELATED,SR
TUR10-0034210,TUR10-0836040,DERIVATION_RELATED,SR
TUR10-0034210,TUR10-0836050,DERIVATION_RELATED,SR
TUR10-0034210,TUR10-0213400,DERIVATION_RELATED,SR
TUR10-0034210,TUR10-1242480,DERIVATION_RELATED,SR
TUR10-0034250,TUR10-0142220,DOMAIN_TOPIC,SR
TUR10-0034250,TUR10-0850030,HYPERNYM,SR
TUR10-0034250,TUR10-0212800,HYPERNYM,SR
TUR10-0034250,ENG31-06129511-n,SYNONYM,ILR
TUR10-0034260,TUR10-1221570,HYPERNYM,SR
TUR10-0034260,TUR10-0087420,DERIVATION_RELATED,SR
TUR10-0034260,TUR10-0204780,DERIVATION_RELATED,SR
TUR10-0034260,TUR10-0204790,DERIVATION_RELATED,SR
TUR10-0034260,TUR10-0204830,DERIVATION_RELATED,SR
TUR10-0034260,TUR10-0512360,DERIVATION_RELATED,SR
TUR10-0034260,ENG31-06917524-n,SYNONYM,ILR
TUR10-0034270,TUR10-1221570,HYPERNYM,SR
TUR10-0034280,TUR10-0193880,DOMAIN_TOPIC,SR
TUR10-0034280,TUR10-0204370,HYPERNYM,SR
TUR10-0034290,TUR10-0648120,DOMAIN_TOPIC,SR
TUR10-0034290,TUR10-0440630,HYPERNYM,SR
TUR10-0034300,TUR10-0648120,DOMAIN_TOPIC,SR
TUR10-0034300,TUR10-0345920,HYPERNYM,SR
TUR10-0034320,TUR10-0051980,HYPERNYM,SR
TUR10-0034320,TUR10-0499750,DERIVATION_RELATED,SR
TUR10-0034340,TUR10-0226580,HYPERNYM,SR
TUR10-0034360,TUR10-0781840,DOMAIN_TOPIC,SR
TUR10-0034360,TUR10-0704020,HYPERNYM,SR
TUR10-0034360,TUR10-1163220,HYPERNYM,SR
TUR10-0034360,TUR10-0102350,DERIVATION_RELATED,SR
TUR10-0034360,TUR10-0250960,DERIVATION_RELATED,SR
TUR10-0034360,TUR10-0250970,DERIVATION_RELATED,SR
TUR10-0034360,TUR10-0038510,DERIVATION_RELATED,SR
TUR10-0034360,TUR10-0813510,DERIVATION_RELATED,SR
TUR10-0034360,ENG31-07989335-n,SYNONYM,ILR
TUR10-0034370,TUR10-0781840,DOMAIN_TOPIC,SR
TUR10-0034370,TUR10-0619230,ANTONYM,SR
TUR10-0034370,TUR10-0102350,DERIVATION_RELATED,SR
TUR10-0034370,TUR10-0250960,DERIVATION_RELATED,SR
TUR10-0034370,TUR10-0250970,DERIVATION_RELATED,SR
TUR10-0034370,ENG31-01742584-a,SYNONYM,ILR
TUR10-0034380,TUR10-0781840,DOMAIN_TOPIC,SR
TUR10-0034380,TUR10-0704020,HYPERNYM,SR
TUR10-0034380,TUR10-1163220,HYPERNYM,SR
TUR10-0034380,TUR10-0516780,DERIVATION_RELATED,SR
TUR10-0034380,TUR10-0102350,DERIVATION_RELATED,SR
TUR10-0034380,TUR10-0250960,DERIVATION_RELATED,SR
TUR10-0034380,TUR10-0250970,DERIVATION_RELATED,SR
TUR10-0034380,TUR10-0813510,DERIVATION_RELATED,SR
TUR10-0034380,ENG31-07989335-n,SYNONYM,ILR
TUR10-0034390,TUR10-0704020,HYPERNYM,SR
TUR10-0034390,TUR10-0102350,DERIVATION_RELATED,SR
TUR10-0034390,TUR10-0250960,DERIVATION_RELATED,SR
TUR10-0034390,TUR10-0250970,DERIVATION_RELATED,SR
TUR10-0034390,TUR10-0813510,DERIVATION_RELATED,SR
TUR10-0034400,TUR10-0110140,DOMAIN_TOPIC,SR
TUR10-0034440,TUR10-0142220,DOMAIN_TOPIC,SR
TUR10-0034440,TUR10-0422210,HYPERNYM,SR
TUR10-0034450,TUR10-1235930,HYPERNYM,SR
TUR10-0034450,TUR10-0034460,DERIVATION_RELATED,SR
TUR10-0034450,TUR10-0034480,DERIVATION_RELATED,SR
TUR10-0034450,TUR10-0034500,DERIVATION_RELATED,SR
TUR10-0034450,TUR10-1256560,DERIVATION_RELATED,SR
TUR10-0034460,TUR10-0034450,DERIVATION_RELATED,SR
TUR10-0034460,TUR10-1246780,HYPERNYM,SR
TUR10-0034480,TUR10-0034450,DERIVATION_RELATED,SR
TUR10-0034500,TUR10-0034450,DERIVATION_RELATED,SR
TUR10-0034510,TUR10-0124950,DERIVATION_RELATED,SR
TUR10-0034520,TUR10-0505340,HYPERNYM,SR
TUR10-0034520,ENG31-06298291-n,SYNONYM,ILR
TUR10-0034550,TUR10-1212910,HYPERNYM,SR
TUR10-0034550,TUR10-0492620,DERIVATION_RELATED,SR
TUR10-0034560,TUR10-0032110,HYPERNYM,SR
TUR10-0034560,TUR10-0731100,HYPONYM,SR
TUR10-0034570,TUR10-0374740,HYPONYM,SR
TUR10-0034570,TUR10-1212910,HYPERNYM,SR
TUR10-0034570,TUR10-0031660,HYPONYM,SR
TUR10-0034570,TUR10-0612960,HYPONYM,SR
TUR10-0034570,TUR10-0513590,HYPONYM,SR
TUR10-0034570,TUR10-0492000,HYPONYM,SR
TUR10-0034570,TUR10-0491990,HYPONYM,SR
TUR10-0034570,TUR10-0478580,HYPONYM,SR
TUR10-0034570,TUR10-0138650,HYPONYM,SR
TUR10-0034570,TUR10-0101740,HYPONYM,SR
TUR10-0034580,TUR10-0003790,HYPERNYM,SR
TUR10-0034590,TUR10-0638350,HYPERNYM,SR
TUR10-0034590,ENG31-05802065-n,SYNONYM,ILR
TUR10-0034610,TUR10-0556740,DOMAIN_TOPIC,SR
TUR10-0034610,TUR10-1107480,HYPERNYM,SR
TUR10-0034610,TUR10-0700730,HYPONYM,SR
TUR10-0034610,TUR10-0262680,HYPONYM,SR
TUR10-0034610,TUR10-0212560,HYPONYM,SR
TUR10-0034610,TUR10-0212560,DERIVATION_RELATED,SR
TUR10-0034610,TUR10-0262680,DERIVATION_RELATED,SR
TUR10-0034610,TUR10-0700730,DERIVATION_RELATED,SR
TUR10-0034610,ENG31-06875612-n,SYNONYM,ILR
TUR10-0034620,TUR10-0460550,HYPERNYM,SR
TUR10-0034630,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0034630,TUR10-0109420,HYPERNYM,SR
TUR10-0034640,TUR10-0870260,HYPERNYM,SR
TUR10-0034660,TUR10-1231290,HYPERNYM,SR
TUR10-0034670,TUR10-0538220,HYPERNYM,SR
TUR10-0034670,TUR10-0006180,DERIVATION_RELATED,SR
TUR10-0034690,TUR10-0098940,HYPERNYM,SR
TUR10-0034690,TUR10-0006180,DERIVATION_RELATED,SR
TUR10-0034700,TUR10-0546320,DOMAIN_TOPIC,SR
TUR10-0034700,TUR10-0439900,PART_HOLONYM,SR
TUR10-0034700,TUR10-0833670,HYPERNYM,SR
TUR10-0034700,ENG31-03620342-n,SYNONYM,ILR
TUR10-0034710,TUR10-0086000,HYPERNYM,SR
TUR10-0034730,TUR10-0142220,DOMAIN_TOPIC,SR
TUR10-0034730,TUR10-0851510,PART_HOLONYM,SR
TUR10-0034730,TUR10-0038970,INSTANCE_HYPONYM,SR
TUR10-0034730,TUR10-0921550,INSTANCE_HYPONYM,SR
TUR10-0034730,TUR10-0942390,INSTANCE_HYPONYM,SR
TUR10-0034730,TUR10-0945740,INSTANCE_HYPONYM,SR
TUR10-0034730,TUR10-0946050,INSTANCE_HYPONYM,SR
TUR10-0034730,TUR10-1230280,HYPERNYM,SR
TUR10-0034730,TUR10-0935380,HYPONYM,SR
TUR10-0034730,TUR10-0455430,HYPONYM,SR
TUR10-0034730,TUR10-0087420,DERIVATION_RELATED,SR
TUR10-0034730,TUR10-0415100,DERIVATION_RELATED,SR
TUR10-0034730,ENG31-09277520-n,SYNONYM,ILR
TUR10-0034740,TUR10-0441470,HYPERNYM,SR
TUR10-0034760,TUR10-0463990,HYPERNYM,SR
TUR10-0034790,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0034790,TUR10-0480330,HYPERNYM,SR
TUR10-0034800,TUR10-0233670,HYPERNYM,SR
TUR10-0034850,TUR10-0546320,DOMAIN_TOPIC,SR
TUR10-0034850,TUR10-0502130,HYPERNYM,SR
TUR10-0034860,TUR10-0258720,HYPERNYM,SR
TUR10-0034870,TUR10-0469490,HYPERNYM,SR
TUR10-0034880,TUR10-0498860,HYPERNYM,SR
TUR10-0034900,TUR10-0171730,HYPERNYM,SR
TUR10-0034910,TUR10-0214880,DOMAIN_TOPIC,SR
TUR10-0034910,ENG31-02630853-a,SYNONYM,ILR
TUR10-0034920,TUR10-0214880,DOMAIN_TOPIC,SR
TUR10-0034940,TUR10-0038510,DERIVATION_RELATED,SR
TUR10-0034940,TUR10-0813510,DERIVATION_RELATED,SR
TUR10-0034950,TUR10-0038510,DERIVATION_RELATED,SR
TUR10-0034950,TUR10-0813510,DERIVATION_RELATED,SR
TUR10-0034960,TUR10-0813510,DERIVATION_RELATED,SR
TUR10-0034960,TUR10-0329920,HYPERNYM,SR
TUR10-0034960,ENG31-13836253-n,SYNONYM,ILR
TUR10-0034970,TUR10-0364020,HYPERNYM,SR
TUR10-0034980,TUR10-0086000,HYPERNYM,SR
TUR10-0034990,TUR10-0141580,HYPERNYM,SR
TUR10-0034990,ENG31-04880153-n,SYNONYM,ILR
TUR10-0035030,TUR10-0480160,HYPERNYM,SR
TUR10-0035040,TUR10-0566190,HYPERNYM,SR
TUR10-0035040,TUR10-0521940,HYPONYM,SR
TUR10-0035040,TUR10-0035060,DERIVATION_RELATED,SR
TUR10-0035040,TUR10-0175430,DERIVATION_RELATED,SR
TUR10-0035040,ENG31-09809923-n,SYNONYM,ILR
TUR10-0035040,ENG31-06589545-n,SYNONYM,ILR
TUR10-0035040,ENG31-09810971-n,SYNONYM,ILR
TUR10-0035050,TUR10-0175650,DERIVATION_RELATED,SR
TUR10-0035050,TUR10-0175660,DERIVATION_RELATED,SR
TUR10-0035050,TUR10-0175670,DERIVATION_RELATED,SR
TUR10-0035050,TUR10-0175430,DERIVATION_RELATED,SR
TUR10-0035050,ENG31-00113042-a,SYNONYM,ILR
TUR10-0035050,ENG31-00111664-a,SYNONYM,ILR
TUR10-0035060,TUR10-0707900,HYPONYM,SR
TUR10-0035060,TUR10-0211300,HYPONYM,SR
TUR10-0035060,TUR10-0258220,HYPERNYM,SR
TUR10-0035060,TUR10-0240170,HYPONYM,SR
TUR10-0035060,TUR10-0187600,HYPONYM,SR
TUR10-0035060,TUR10-0206440,HYPONYM,SR
TUR10-0035060,TUR10-0993850,HYPONYM,SR
TUR10-0035060,TUR10-0993820,HYPONYM,SR
TUR10-0035060,TUR10-0993860,HYPONYM,SR
TUR10-0035060,TUR10-0035040,DERIVATION_RELATED,SR
TUR10-0035060,TUR10-0035070,DERIVATION_RELATED,SR
TUR10-0035060,TUR10-0637270,DERIVATION_RELATED,SR
TUR10-0035060,TUR10-1121640,DERIVATION_RELATED,SR
TUR10-0035060,TUR10-1198750,DERIVATION_RELATED,SR
TUR10-0035060,ENG31-00635519-n,SYNONYM,ILR
TUR10-0035070,TUR10-0566190,HYPERNYM,SR
TUR10-0035070,TUR10-0035060,DERIVATION_RELATED,SR
TUR10-0035070,ENG31-09810971-n,SYNONYM,ILR
TUR10-0035090,TUR10-0026580,HYPERNYM,SR
TUR10-0035090,TUR10-0175430,DERIVATION_RELATED,SR
TUR10-0035090,TUR10-0175440,DERIVATION_RELATED,SR
TUR10-0035120,ENG31-00111308-a,SYNONYM,ILR
TUR10-0035130,TUR10-0565210,HYPERNYM,SR
TUR10-0035130,TUR10-0524890,DOMAIN_TOPIC,SR
TUR10-0035130,TUR10-0036190,DERIVATION_RELATED,SR
TUR10-0035130,TUR10-0035160,DERIVATION_RELATED,SR
TUR10-0035130,TUR10-0093450,DERIVATION_RELATED,SR
TUR10-0035130,ENG31-04752054-n,SYNONYM,ILR
TUR10-0035130,ENG31-05788336-n,SYNONYM,ILR
TUR10-0035140,TUR10-1220160,DOMAIN_TOPIC,SR
TUR10-0035140,TUR10-0759930,HYPERNYM,SR
TUR10-0035140,TUR10-0549090,DERIVATION_RELATED,SR
TUR10-0035140,TUR10-0457310,DERIVATION_RELATED,SR
TUR10-0035150,TUR10-0524890,DOMAIN_TOPIC,SR
TUR10-0035150,TUR10-0032580,HYPERNYM,SR
TUR10-0035150,TUR10-0035160,DERIVATION_RELATED,SR
TUR10-0035150,TUR10-0875890,DERIVATION_RELATED,SR
TUR10-0035160,TUR10-0035130,DERIVATION_RELATED,SR
TUR10-0035160,TUR10-0035150,DERIVATION_RELATED,SR
TUR10-0035210,TUR10-0776350,DOMAIN_TOPIC,SR
TUR10-0035210,TUR10-0047810,HYPERNYM,SR
TUR10-0035230,TUR10-0776350,DOMAIN_TOPIC,SR
TUR10-0035230,TUR10-0669750,HYPERNYM,SR
TUR10-0035230,TUR10-1236150,DERIVATION_RELATED,SR
TUR10-0035240,TUR10-1220100,DOMAIN_TOPIC,SR
TUR10-0035240,TUR10-0630280,HYPERNYM,SR
TUR10-0035240,TUR10-1236150,DERIVATION_RELATED,SR
TUR10-0035240,TUR10-0087420,DERIVATION_RELATED,SR
TUR10-0035240,TUR10-0521520,DERIVATION_RELATED,SR
TUR10-0035240,ENG31-08381070-n,SYNONYM,ILR
TUR10-0035250,TUR10-0236670,DOMAIN_TOPIC,SR
TUR10-0035250,TUR10-0864030,HYPONYM,SR
TUR10-0035250,TUR10-0035580,HYPONYM,SR
TUR10-0035250,TUR10-0533260,HYPERNYM,SR
TUR10-0035250,ENG31-08293460-n,SYNONYM,ILR
TUR10-0035250,ENG31-08429093-n,SYNONYM,ILR
TUR10-0035260,TUR10-0535570,HYPERNYM,SR
TUR10-0035270,TUR10-0214880,DOMAIN_TOPIC,SR
TUR10-0035270,TUR10-0102990,HYPERNYM,SR
TUR10-0035280,TUR10-0556740,DOMAIN_TOPIC,SR
TUR10-0035280,TUR10-0551050,HYPERNYM,SR
TUR10-0035280,TUR10-0551030,DERIVATION_RELATED,SR
TUR10-0035280,TUR10-0551040,DERIVATION_RELATED,SR
TUR10-0035280,TUR10-0551050,DERIVATION_RELATED,SR
TUR10-0035290,TUR10-0271360,HYPERNYM,SR
TUR10-0035290,TUR10-0553240,DERIVATION_RELATED,SR
TUR10-0035290,TUR10-0553250,DERIVATION_RELATED,SR
TUR10-0035290,TUR10-0087420,DERIVATION_RELATED,SR
TUR10-0035300,TUR10-0035320,HYPERNYM,SR
TUR10-0035300,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0035300,TUR10-0035310,PART_MERONYM,SR
TUR10-0035300,TUR10-0035320,DERIVATION_RELATED,SR
TUR10-0035300,ENG31-12628217-n,SYNONYM,ILR
TUR10-0035310,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0035310,TUR10-0675950,HYPERNYM,SR
TUR10-0035310,TUR10-0035300,PART_HOLONYM,SR
TUR10-0035310,ENG31-07769251-n,SYNONYM,ILR
TUR10-0035320,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0035320,TUR10-0035300,HYPONYM,SR
TUR10-0035320,TUR10-0593370,HYPERNYM,SR
TUR10-0035320,TUR10-0035300,DERIVATION_RELATED,SR
TUR10-0035350,TUR10-0474210,ATTRIBUTE,SR
TUR10-0035350,TUR10-0849700,ATTRIBUTE,SR
TUR10-0035350,TUR10-0785510,DERIVATION_RELATED,SR
TUR10-0035350,TUR10-0372460,HYPERNYM,SR
TUR10-0035350,ENG31-04808781-n,SYNONYM,ILR
TUR10-0035360,TUR10-0785510,DERIVATION_RELATED,SR
TUR10-0035400,TUR10-0776350,DOMAIN_TOPIC,SR
TUR10-0035400,TUR10-0732210,HYPERNYM,SR
TUR10-0035400,TUR10-0565650,DERIVATION_RELATED,SR
TUR10-0035400,TUR10-0616800,DERIVATION_RELATED,SR
TUR10-0035400,TUR10-0347070,DERIVATION_RELATED,SR
TUR10-0035400,TUR10-0347080,DERIVATION_RELATED,SR
TUR10-0035400,TUR10-0087420,DERIVATION_RELATED,SR
TUR10-0035400,ENG31-08202287-n,SYNONYM,ILR
TUR10-0035400,ENG31-08075773-n,SYNONYM,ILR
TUR10-0035440,TUR10-0419910,HYPERNYM,SR
TUR10-0035440,TUR10-0035450,DERIVATION_RELATED,SR
TUR10-0035440,TUR10-0035490,DERIVATION_RELATED,SR
TUR10-0035440,TUR10-0083930,DERIVATION_RELATED,SR
TUR10-0035440,TUR10-1071870,DERIVATION_RELATED,SR
TUR10-0035440,TUR10-0080630,DERIVATION_RELATED,SR
TUR10-0035440,TUR10-0035460,DERIVATION_RELATED,SR
TUR10-0035440,TUR10-0035470,DERIVATION_RELATED,SR
TUR10-0035450,TUR10-0035440,DERIVATION_RELATED,SR
TUR10-0035450,TUR10-0251720,DERIVATION_RELATED,SR
TUR10-0035450,ENG31-00602836-s,SYNONYM,ILR
TUR10-0035460,TUR10-0035440,DERIVATION_RELATED,SR
TUR10-0035460,TUR10-0251720,DERIVATION_RELATED,SR
TUR10-0035470,TUR10-1184820,DOMAIN_TOPIC,SR
TUR10-0035470,TUR10-0669750,HYPERNYM,SR
TUR10-0035470,TUR10-1184790,DERIVATION_RELATED,SR
TUR10-0035470,TUR10-0035440,DERIVATION_RELATED,SR
TUR10-0035470,TUR10-0251720,DERIVATION_RELATED,SR
TUR10-0035470,TUR10-0887540,DERIVATION_RELATED,SR
TUR10-0035470,ENG31-09811257-n,SYNONYM,ILR
TUR10-0035470,ENG31-10722430-n,SYNONYM,ILR
TUR10-0035490,TUR10-0035440,DERIVATION_RELATED,SR
TUR10-0035490,TUR10-0251720,DERIVATION_RELATED,SR
TUR10-0035520,TUR10-0214880,DOMAIN_TOPIC,SR
TUR10-0035520,TUR10-0173420,HYPERNYM,SR
TUR10-0035530,TUR10-0051750,DOMAIN_TOPIC,SR
TUR10-0035530,TUR10-0651590,HYPERNYM,SR
TUR10-0035540,TUR10-0781840,DOMAIN_TOPIC,SR
TUR10-0035550,TUR10-0668820,HYPERNYM,SR
TUR10-0035560,TUR10-0670130,HYPERNYM,SR
TUR10-0035570,TUR10-0087420,DERIVATION_RELATED,SR
TUR10-0035580,TUR10-0236670,DOMAIN_TOPIC,SR
TUR10-0035580,TUR10-0035250,HYPERNYM,SR
TUR10-0035580,TUR10-0087420,DERIVATION_RELATED,SR
TUR10-0035580,TUR10-0687090,DERIVATION_RELATED,SR
TUR10-0035600,TUR10-0038510,DERIVATION_RELATED,SR
TUR10-0035600,TUR10-0813510,DERIVATION_RELATED,SR
TUR10-0035620,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0035620,TUR10-0160670,HYPERNYM,SR
TUR10-0035620,TUR10-0041050,SUBSTANCE_HOLONYM,SR
TUR10-0035620,TUR10-0805350,SUBSTANCE_HOLONYM,SR
TUR10-0035620,TUR10-1223220,HYPERNYM,SR
TUR10-0035620,TUR10-0035630,DERIVATION_RELATED,SR
TUR10-0035620,TUR10-0035640,DERIVATION_RELATED,SR
TUR10-0035620,TUR10-0168990,DERIVATION_RELATED,SR
TUR10-0035620,ENG31-07842629-n,SYNONYM,ILR
TUR10-0035630,TUR10-0035640,ANTONYM,SR
TUR10-0035630,TUR10-0035620,DERIVATION_RELATED,SR
TUR10-0035640,TUR10-0035630,ANTONYM,SR
TUR10-0035640,TUR10-0035620,DERIVATION_RELATED,SR
TUR10-0035650,TUR10-0554950,HYPERNYM,SR
TUR10-0035650,TUR10-0087420,DERIVATION_RELATED,SR
TUR10-0035650,TUR10-0430670,DERIVATION_RELATED,SR
TUR10-0035680,TUR10-0214880,DOMAIN_TOPIC,SR
TUR10-0035680,TUR10-0770650,DOMAIN_TOPIC,SR
TUR10-0035680,TUR10-0494960,HYPERNYM,SR
TUR10-0035680,TUR10-0035740,DERIVATION_RELATED,SR
TUR10-0035680,TUR10-0035720,DERIVATION_RELATED,SR
TUR10-0035680,TUR10-0035730,DERIVATION_RELATED,SR
TUR10-0035690,TUR10-0214880,DOMAIN_TOPIC,SR
TUR10-0035690,TUR10-0494960,HYPERNYM,SR
TUR10-0035690,TUR10-0035740,DERIVATION_RELATED,SR
TUR10-0035690,TUR10-0035720,DERIVATION_RELATED,SR
TUR10-0035700,TUR10-0566190,HYPERNYM,SR
TUR10-0035700,TUR10-0599550,HYPERNYM,SR
TUR10-0035700,TUR10-0770650,DERIVATION_RELATED,SR
TUR10-0035700,ENG31-09811678-n,SYNONYM,ILR
TUR10-0035710,TUR10-0551790,HYPERNYM,SR
TUR10-0035710,TUR10-0770650,DERIVATION_RELATED,SR
TUR10-0035720,TUR10-0214880,DOMAIN_TOPIC,SR
TUR10-0035720,TUR10-0035680,DERIVATION_RELATED,SR
TUR10-0035720,TUR10-0035690,DERIVATION_RELATED,SR
TUR10-0035720,TUR10-0770650,DERIVATION_RELATED,SR
TUR10-0035730,TUR10-0214880,DOMAIN_TOPIC,SR
TUR10-0035730,TUR10-0035680,DERIVATION_RELATED,SR
TUR10-0035730,TUR10-0770650,DERIVATION_RELATED,SR
TUR10-0035730,ENG31-02908776-a,SYNONYM,ILR
TUR10-0035740,TUR10-0214880,DOMAIN_TOPIC,SR
TUR10-0035740,TUR10-0103490,HYPERNYM,SR
TUR10-0035740,TUR10-0035680,DERIVATION_RELATED,SR
TUR10-0035740,TUR10-0035690,DERIVATION_RELATED,SR
TUR10-0035740,TUR10-0770650,DERIVATION_RELATED,SR
TUR10-0035750,TUR10-0770650,DOMAIN_TOPIC,SR
TUR10-0035750,TUR10-0817300,HYPERNYM,SR
TUR10-0035760,TUR10-0193880,DOMAIN_TOPIC,SR
TUR10-0035760,TUR10-0427510,ANTONYM,SR
TUR10-0035760,TUR10-0301420,HYPERNYM,SR
TUR10-0035780,TUR10-0863380,HYPERNYM,SR
